,title,jobFunction,industry
250,RPA Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
251,Export Manager,"['Sales/Retail', 'Operations/Management', 'Business Development']",['Marketing and Advertising']
252,Financial Manager,"['Accounting/Finance', 'Operations/Management']",['Real Estate/Property Management']
253,Digital Marketing Intern - Indonesia #1 | ScaleUP -GE-RS,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Marketing and Advertising', 'Market Research', 'Capital Markets']"
254,Math Supervisor ( Preparatory),['Education/Teaching'],['Education']
255,Senior Business Developer,"['Business Development', 'Sales/Retail']","['Marketing and Advertising', 'Media Production', 'Online Media']"
256,Senior Software Developer - ASP.NET,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Entertainment', 'Media Production']"
257,English Teacher,['Education/Teaching'],['Education']
258,Graphic Designer,['Creative/Design/Art'],"['Marketing and Advertising', 'Media Production', 'Business Services - Other']"
259,B2B Sales Executive,"['Business Development', 'Sales/Retail', 'Customer Service/Support']","['Information Technology Services', 'Marketing and Advertising', 'Computer Software']"
260,Senior Sales Representative - Mansoura,['Sales/Retail'],['Marketing and Advertising']
261,CRM Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
262,Senior iOS Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
263,Associate Support Adviser,"['Customer Service/Support', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
264,Senior ERP Consultant,"['Accounting/Finance', 'IT/Software Development']",['Computer Software']
265,Indoor Sales Engineer ''Females Only'',"['Engineering - Mechanical/Electrical', 'Sales/Retail']",['Engineering Services']
266,Community Manager,['Administration'],"['Real Estate/Property Management', 'Business Services - Other']"
267,FrontEnd Developer (jQuery),"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software']"
268,Office Manager And Customer Service Representative,"['Customer Service/Support', 'Administration']","['Engineering Services', 'Information Technology Services']"
269,Marketing Manager (For SUE),['Marketing/PR/Advertising'],['Real Estate/Property Management']
270,Front Office Admin,['Administration'],"['Higher Education', 'Education']"
271,Real Estate Property Consultant,['Sales/Retail'],['Real Estate/Property Management']
272,Indoor Sales Representative - IT Background,"['Customer Service/Support', 'Sales/Retail']",['Information Technology Services']
273,Mechanical Technical Office Engineer,['Engineering - Mechanical/Electrical'],['Construction - Residential & Commercial/Office']
274,"Back End Developer Internship - PHP ""Laravel Project""","['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
275,Technical Sales Representative,['Sales/Retail'],['Engineering Services']
276,Electrical Estimation & Procurement Engineer,"['Engineering - Mechanical/Electrical', 'Purchasing/Procurement']","['Construction - Residential & Commercial/Office', 'Architectural and Design Services']"
277,Senior ERP Sales,"['IT/Software Development', 'Sales/Retail']",['Computer Software']
278,Account Manager,['Business Development'],"['Computer Software', 'Information Technology Services']"
279,Mechanical Site Engineer,"['Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical']","['Construction - Industrial Facilities and Infrastructure', 'Construction - Residential & Commercial/Office']"
280,UI Design intern @ Addicta,['Creative/Design/Art'],['Engineering Services']
281,Senior Web UX/UI Designer - Alexandria,"['IT/Software Development', 'Creative/Design/Art']","['Internet/E-commerce', 'Information Technology Services', 'Computer Software']"
282,Application Programmer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
283,Monitoring Agent,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
284,Senior Data Developer - ETL,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
285,Senior AP Accountant,['Accounting/Finance'],['Real Estate/Property Management']
286,Application Security Engineer - Alexandria,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
287,Regulatory Compliance Manager,['Legal'],"['Information Technology Services', 'Manufacturing', 'Banking']"
288,Software Tester,"['Quality', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Engineering Services', 'Computer Software']"
289,Business & Development Specialist,"['Marketing/PR/Advertising', 'Sales/Retail']","['Internet/E-commerce', 'Marketing and Advertising', 'Graphic Design']"
290,Medical Representative - Delta,"['Pharmaceutical', 'Sales/Retail']","['Engineering Services', 'Import and Export', 'Business Supplies and Equipment']"
291,Senior Business Analyst,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
292,Junior IT Help Desk Engineer,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Networking', 'Information Technology Services', 'Computer Hardware']"
293,System Engineer,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer and Network Security']"
294,Software Sales Specialist,"['Sales/Retail', 'IT/Software Development']","['Research', 'Computer Software']"
295,Junior Graphic Designer,['Creative/Design/Art'],['Marketing and Advertising']
296,French Teacher,['Education/Teaching'],['Education']
297,Administrative Assistant,['Administration'],"['Logistics and Supply Chain', 'Information Technology Services']"
298,Site Engineer,['Engineering - Construction/Civil/Architecture'],"['Fine Art', 'Architectural and Design Services', 'Engineering Services']"
299,Digital Marketing Specialist,['Marketing/PR/Advertising'],['Marketing and Advertising']
300,Enterprise Sales Account Manager,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Sales/Retail']","['Information Technology Services', 'Computer and Network Security', 'Computer Software']"
301,Sales Account Manager – Industrial Automation,"['Engineering - Telecom/Technology', 'Sales/Retail', 'IT/Software Development']","['Engineering Services', 'Computer Software']"
302,Sales Representative,['Sales/Retail'],"['Consumer Services', 'Marketing and Advertising', 'Telecommunications']"
303,Finance Manager,['nan'],"['Construction - Residential & Commercial/Office', 'Travel and Tourism', 'Real Estate/Property Management']"
304,Telesales Representative,"['Customer Service/Support', 'Sales/Retail']","['Real Estate/Property Management', 'Marketing and Advertising', 'Travel and Tourism']"
305,Senior .NET / .NET Core Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
306,Property Consultant - Real Estate,['Sales/Retail'],['Real Estate/Property Management']
307,Software QC Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Quality']","['Computer Software', 'Information Technology Services']"
308,Customer Support Representative,['Customer Service/Support'],"['Internet/E-commerce', 'Information Technology Services', 'Logistics and Supply Chain']"
309,Back End Developer - REST to GraphQL Project - NodeJS,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
310,Senior SQL Server Administrator,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Installation/Maintenance/Repair']","['Computer Software', 'Computer and Network Security', 'Computer Hardware']"
311,Senior Secondary Engineer,['Engineering - Mechanical/Electrical'],['Engineering Services']
312,Graphic Designer - Alexandria,['Creative/Design/Art'],"['Fine Art', 'Marketing and Advertising', 'Graphic Design']"
313,Production Manager,"['Manufacturing/Production', 'Engineering - Other']","['Apparel and Fashion', 'Textile and Clothing', 'Manufacturing']"
314,Senior Instructional Designer,"['Engineering - Telecom/Technology', 'Creative/Design/Art', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
315,Copy & Content Writer,"['Writing/Editorial', 'Marketing/PR/Advertising']","['Information Technology Services', 'Media Production', 'Marketing and Advertising']"
316,Hospital Management System Implementer,"['Installation/Maintenance/Repair', 'Business Development', 'IT/Software Development']","['Business Services - Other', 'Information Technology Services', 'Computer Software']"
317,Montessori Coordinator,['Education/Teaching'],"['Arts and Crafts', 'Education', 'E-Learning']"
318,Senior Front-End Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Internet/E-commerce', 'Healthcare and Medical Services']"
319,Software Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
320,Senior Odoo Implementer - Functional Consultant,"['IT/Software Development', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']",['Information Technology Services']
321,Corporate Sales Executive,['Sales/Retail'],['Marketing and Advertising']
322,BI/BW Consultant,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
323,Native Foundation; Stage 1 Class Teacher,['Education/Teaching'],['Education']
324,Java Architect,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
325,IT Specialist,"['IT/Software Development', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']",['Real Estate/Property Management']
326,Graphic Designer,"['Marketing/PR/Advertising', 'Creative/Design/Art']","['Marketing and Advertising', 'Graphic Design']"
327,Customer Service Representative,['Customer Service/Support'],"['Marketing and Advertising', 'Information Technology Services', 'Education']"
328,Telemarketing Consultant - Females Only,"['Sales/Retail', 'Customer Service/Support']",['Information Technology Services']
329,"Technical Pre-Sales Engineer - LC Systems (A/V, PA, IPTV)","['Sales/Retail', 'Engineering - Telecom/Technology']","['Telecommunications', 'Information Technology Services']"
330,Software Developer - Alexandria,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
331,Senior Full Stack Developer ( .NET Angular 4+ ),"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
